Datetime,Username,Text,Clean_Text,Preprocess_Text
2022-06-19 18:06:45+00:00,PT_Transjakarta,@lovebusanstrain Rute 12B: Pluit - Senen beroperasi hanya di hari kerja (senin-jumat) mulai pukul 05:00 WIB hingga pukul 21:00 WIB dari Senen dan pukul 22:00 WIB dari Pluit.,rute b pluit senen beroperasi hanya di hari kerja seninjumat mulai pukul wib hingga pukul wib dari senen dan pukul wib dari pluit,"['rute', 'b', 'pluit', 'senen', 'operasi', 'kerja', 'seninjumat', 'wib', 'wib', 'senen', 'wib', 'pluit']"
2022-06-19 18:06:27+00:00,banjarbase,"/wal bagi pengguna telkomsel *363*369# pilih combo sakti, semoga membantu, selamat hari senin",wal bagi pengguna telkomsel pilih combo sakti semoga membantu selamat hari senin,"['wal', 'guna', 'telkomsel', 'pilih', 'combo', 'sakti', 'moga', 'bantu', 'selamat', 'senin']"
2022-06-19 18:06:15+00:00,MDHANDY_KJ,@kaelakovalskia Tidur wey kan mau pejuang senin nanti,tidur wey kan mau pejuang senin nanti,"['tidur', 'wey', 'juang', 'senin']"
2022-06-19 18:06:11+00:00,alfatvdh,"tidur, besok senin.",tidur besok senin,"['tidur', 'besok', 'senin']"
2022-06-19 18:05:57+00:00,angeIawr,"hlooo smuanya yg blm bobo, cpt turu bsk senin😔😔😔",hlooo smuanya yg blm bobo cpt turu bsk senin,"['hlooo', 'smuanya', 'bobo', 'cpt', 'turu', 'besok', 'senin']"
2022-06-19 18:05:31+00:00,risalwayswin,"bukan besok sih, kan sekarang udah senin",bukan besok sih kan sekarang udah senin,"['besok', 'sih', 'senin']"
2022-06-19 18:05:20+00:00,touchme_togetme,Hari senin aje,hari senin aje,"['senin', 'aje']"
2022-06-19 18:05:01+00:00,saus_tartar069,"Apa itu hari sabtu minggu?? 
Hahahaha semua hari di kalender saya semua senin",apa itu hari sabtu minggu hahahaha semua hari di kalender saya semua senin,"['sabtu', 'minggu', 'hahahaha', 'kalender', 'senin']"
2022-06-19 18:04:59+00:00,everiydaisy,@starfess Berkah malam senin 🙏😭,berkah malam senin,"['berkah', 'malam', 'senin']"
2022-06-19 18:04:58+00:00,alpanisme,cukupin dulu ngebocahnya udah ketemu jakarta dan hari senin nya~,cukupin dulu ngebocahnya udah ketemu jakarta dan hari senin nya,"['cukupin', 'ngebocahnya', 'ketemu', 'jakarta', 'senin', 'nya']"
2022-06-19 18:04:44+00:00,skiezkth,udah plis yuk udah seminggu full ini nangis mulu udah plissssss bsk senin KERJAAAAAAAAA,udah plis yuk udah seminggu full ini nangis mulu udah plissssss bsk senin kerjaaaaaaaaa,"['plis', 'yuk', 'minggu', 'full', 'menang', 'melulu', 'plissssss', 'besok', 'senin', 'kerjaaaaaaaaa']"
2022-06-19 18:04:41+00:00,JametCounter,@abseint senin sy libur dipake buat yoga,senin sy libur dipake buat yoga,"['senin', 'libur', 'dipake', 'yoga']"
2022-06-19 18:04:38+00:00,hourlymklee,semoga hari lo senin terusss!!!!,semoga hari lo senin terusss,"['moga', 'senin', 'terusss']"
2022-06-19 18:04:28+00:00,Moon_and_Baek,"Siapa yg belom senin tp uda di tempat kerjaaaaa 
Yhaaa aku",siapa yg belom senin tp uda di tempat kerjaaaaa yhaaa aku,"['senin', 'uda', 'kerjaaaaa', 'yhaaa']"
2022-06-19 18:04:24+00:00,Fendik_Sant,"Selamat Rep. Dominica, semangat Jerman. https://t.co/OrcK7x6fYX",selamat rep dominica semangat jerman,"['selamat', 'rep', 'dominica', 'semangat', 'jerman']"
2022-06-19 18:04:14+00:00,yika2121,"aaahhhhhkkkm jaehyun tanggung jawab gabisa tidurrr nii, padahal besok harus nguliiii, senin lagiii :(((",aaahhhhhkkkm jaehyun tanggung jawab gabisa tidurrr nii padahal besok harus nguliiii senin lagiii,"['aaahhhhhkkkm', 'jaehyun', 'tanggung', 'gabisa', 'tidurrr', 'nii', 'besok', 'nguliiii', 'senin', 'lagiii']"
2022-06-19 18:04:04+00:00,clustiepjm,@convomf ak dah libur dr kmaren senin😎,ak dah libur dr kmaren senin,"['deh', 'libur', 'dr', 'kmaren', 'senin']"
2022-06-19 18:03:45+00:00,sagigurll39,@arbanihub bani knp blm tdur? bsk senin tauu,bani knp blm tdur bsk senin tauu,"['bani', 'tdur', 'besok', 'senin', 'tauu']"
2022-06-19 18:03:39+00:00,Betchekz,@__jgnmampir Besok senin loh,jgnmampir besok senin loh,"['jgnmampir', 'besok', 'senin', 'loh']"
2022-06-19 18:03:39+00:00,ikbenhiernu,@radenrauf yaallah besok senin:’),yaallah besok senin,"['yaallah', 'besok', 'senin']"
2022-06-19 18:03:36+00:00,ragezouave,"Tidur bg, bsok senin.",tidur bg bsok senin,"['tidur', 'abang', 'bsok', 'senin']"
2022-06-19 18:03:30+00:00,Perempuan_123,"Padahal Besok Senin tapi Sampek jam segini masih kerja 😭
Ya ampun sedih bgt ya 
Liburnya gag jadi buat istirahat 

Wes lah tak tinggal Turu ae",padahal besok senin tapi sampek jam segini masih kerja ya ampun sedih bgt ya liburnya gag jadi buat istirahat wes lah tak tinggal turu ae,"['besok', 'senin', 'sampek', 'jam', 'gin', 'kerja', 'iya', 'ampun', 'sedih', 'banget', 'iya', 'libur', 'istirahat', 'wes', 'tinggal', 'turu', 'ae']"
2022-06-19 18:03:29+00:00,sagigurll39,@bebeeyzz kenapa masi bangun? bsk senin tauu,kenapa masi bangun bsk senin tauu,"['mas', 'bangun', 'besok', 'senin', 'tauu']"
2022-06-19 18:03:11+00:00,BuddieMeM,Besuk Senin msh membersamai #GusMuhaiminPresiden2024 di kota reyog ditemani beberapa banser .. https://t.co/HTgaNbhejF https://t.co/tVUSGS4RKH,besuk senin msh membersamai di kota reyog ditemani beberapa banser,"['besuk', 'senin', 'sama', 'kota', 'reyog', 'tani', 'banser']"
2022-06-19 18:03:07+00:00,koalaextrovert,@aasssaaaaaaaa tar nunggu senin,tar nunggu senin,"['nunggu', 'senin']"
2022-06-19 18:03:06+00:00,abseint,"@JametCounter Tidur min, udah senin",tidur min udah senin,"['tidur', 'min', 'senin']"
2022-06-19 18:03:00+00:00,orgckep,seru bgt besok senin tp mau jalan,seru bgt besok senin tp mau jalan,"['seru', 'banget', 'besok', 'senin', 'jalan']"
2022-06-19 18:02:52+00:00,naa_nyoe,"Udah dulu lah nulis nya, mata 5 watt lagi Besok Senin",udah dulu lah nulis nya mata watt lagi besok senin,"['nulis', 'nya', 'mata', 'watt', 'besok', 'senin']"
2022-06-19 18:02:51+00:00,suka_suka_tae2,"Tidur tidurrr....

Lupa kalo udah senin😭😭😭",tidur tidurrrlupa kalo udah senin,"['tidur', 'tidurrrlupa', 'senin']"
2022-06-19 18:02:49+00:00,Remahan_Rotiii,@urkindhugger Uda Senin kin hahaha,uda senin kin hahaha,"['uda', 'senin', 'kin', 'hahaha']"
2022-06-19 18:02:27+00:00,remahanchikixx,@prom_aag besok Senin,aag besok senin,"['aag', 'besok', 'senin']"
2022-06-19 18:02:17+00:00,inszana,@eiharuna kerajinan ini mah run :/ bobo lagi atuh. tmi hari ini apa yaa pusing mikirin hari ini :'D mau skip hari senin boleh gak ya run wwkwk,kerajinan ini mah run bobo lagi atuh tmi hari ini apa yaa pusing mikirin hari ini d mau skip hari senin boleh gak ya run wwkwk,"['rajin', 'mah', 'run', 'bobo', 'kalau begitu', 'tmi', 'yaa', 'pusing', 'mikirin', 'skip', 'senin', 'iya', 'run', 'wwkwk']"
2022-06-19 18:01:52+00:00,AYAT0_SAMA,"@geminaepiscibus ㅤㅤㅤ

… ini bahkan sudah subuh, asyik sekali ternyata topik berbincangnya, ya?

Benar, sungguh tidak bisa dipercaya padahal ini hari Senin. Aku mengerti, terima kasih untuk pengingatnya. Berlaku sama untuk Shouhei-san. 

ㅤㅤㅤ",ini bahkan sudah subuh asyik sekali ternyata topik berbincangnya yabenar sungguh tidak bisa dipercaya padahal ini hari senin aku mengerti terima kasih untuk pengingatnya berlaku sama untuk shouheisan,"['subuh', 'asyik', 'topik', 'bincang', 'yabenar', 'sungguh', 'percaya', 'senin', 'erti', 'terima', 'kasih', 'ingat', 'laku', 'shouheisan']"
2022-06-19 18:01:51+00:00,Windydayanun_,@A_LuluJKT48 SELAMATT ISTRAHAT JUGAA LULU BESOK SENIN SEMANGAT YA!!🫶,lulujkt selamatt istrahat jugaa lulu besok senin semangat ya,"['lulujkt', 'selamatt', 'istrahat', 'jugaa', 'lulu', 'besok', 'senin', 'semangat', 'iya']"
2022-06-19 18:01:46+00:00,Sugarcaandyy_,@ginidehdil Ini dh senin dik,ini dh senin dik,"['dh', 'senin', 'dik']"
2022-06-19 18:01:40+00:00,yoitsurboi_,@riuhmind reminder terngeselin alias hari ini senin,reminder terngeselin alias hari ini senin,"['reminder', 'terngeselin', 'alias', 'senin']"
2022-06-19 18:01:35+00:00,Betchekz,@user56156150 Tidur tidur... Besok senin,tidur tidur besok senin,"['tidur', 'tidur', 'besok', 'senin']"
2022-06-19 18:01:33+00:00,sagigurll39,@tersod0k coco knp blm tdur? bsk senin tauu,coco knp blm tdur bsk senin tauu,"['coco', 'tdur', 'besok', 'senin', 'tauu']"
2022-06-19 18:01:28+00:00,tonicyuno,@1402YUN0 besok senin lgsg aja lah kita ngedate di milan 🤍__🤍,besok senin lgsg aja lah kita ngedate di milan,"['besok', 'senin', 'langsung', 'ngedate', 'mil']"
2022-06-19 18:01:11+00:00,ryvalenxyz,"@luputurchinu @_antioedipus senin, rabu bisa. selasa paling abis solat isya. kamis, jumat, sabtu sbux gan",antioedipus senin rabu bisa selasa paling abis solat isya kamis jumat sabtu sbux gan,"['antioedipus', 'senin', 'rabu', 'selasa', 'habis', 'solat', 'isya', 'kamis', 'jumat', 'sabtu', 'sbux', 'juragan']"
2022-06-19 18:00:59+00:00,HaloooBrrooo,"@hokinihaul i love senin, hari yg penuh dengan semangat",i love senin hari yg penuh dengan semangat,"['i', 'love', 'senin', 'penuh', 'semangat']"
2022-06-19 18:00:35+00:00,Permatanurul99,Flu berat jd susah tidur pdhl besok senin,flu berat jd susah tidur pdhl besok senin,"['flu', 'berat', 'susah', 'tidur', 'pdhl', 'besok', 'senin']"
2022-06-19 17:59:20+00:00,purpleblueytecu,"besok senin, semogaaa🥹🫶🥹",besok senin semogaaa,"['besok', 'senin', 'semogaaa']"
2022-06-19 17:59:12+00:00,Lokalite2,"Selamat hari Senin, selamat bobok semuanya",selamat hari senin selamat bobok semuanya,"['selamat', 'senin', 'selamat', 'bobok']"
2022-06-19 17:59:12+00:00,larxoque,besok senin ga terlalu sibuk tapi tetap akan menyibukan diri,besok senin ga terlalu sibuk tapi tetap akan menyibukan diri,"['besok', 'senin', 'ga', 'sibuk', 'sibuk']"
2022-06-19 17:59:12+00:00,geminaepiscibus,"@AYAT0_SAMA Benar. Karena keasyikan berbicara... jadi tau-tau sudah jam segini. [mengendikkan bahu]

Woh! Ajaib tuh, tidak ada kesibukan di hari senin! Tapi—tapi, dengar, Ayato-san! Jangan terlalu sering terjaga juga!",sama benar karena keasyikan berbicara jadi tautau sudah jam segini mengendikkan bahuwoh ajaib tuh tidak ada kesibukan di hari senin tapitapi dengar ayatosan jangan terlalu sering terjaga juga,"['asyik', 'bicara', 'tautau', 'jam', 'gin', 'mengendikkan', 'bahuwoh', 'ajaib', 'tuh', 'sibuk', 'senin', 'tapitapi', 'dengar', 'ayatosan', 'jaga']"
2022-06-19 17:58:53+00:00,Ranmalan,"Sudah hari senin lagi ya! Selamat hari senin, jangan lupa ngaca :))))",sudah hari senin lagi ya selamat hari senin jangan lupa ngaca,"['senin', 'iya', 'selamat', 'senin', 'lupa', 'ngaca']"
2022-06-19 17:58:44+00:00,kangebadut,"sumpah demi apapun kedatengan tammu jam segini, siap""nya udh dari jam 10 td ya ampun besok senin masuk kerja masa iy gw ga tidur 🙃",sumpah demi apapun kedatengan tammu jam segini siapnya udh dari jam td ya ampun besok senin masuk kerja masa iy gw ga tidur,"['sumpah', 'apa', 'kedatengan', 'tam', 'jam', 'gin', 'siap', 'jam', 'iya', 'ampun', 'besok', 'senin', 'masuk', 'kerja', 'iy', 'ga', 'tidur']"
2022-06-19 17:58:34+00:00,strangerpeep911,"Udah masuk senin aja, ntar siang jadwalnya di lampu merah suhat sambil bawa mangkok plastik",udah masuk senin aja ntar siang jadwalnya di lampu merah suhat sambil bawa mangkok plastik,"['masuk', 'senin', 'siang', 'jadwal', 'lampu', 'merah', 'suhat', 'bawa', 'mangkok', 'plastik']"
2022-06-19 17:58:06+00:00,roseadreamer,Gosh cindyyy. Disini jam 2 pagi dan gua ngakak lalu mewek. Besok senin lagi..... https://t.co/78cNVEGeP5,gosh cindyyy disini jam pagi dan gua ngakak lalu mewek besok senin lagi,"['gosh', 'cindyyy', 'jam', 'pagi', 'tertawa', 'mewek', 'besok', 'senin']"
2022-06-19 17:57:55+00:00,ehhgitti,Jumpa lagi dengan senin,jumpa lagi dengan senin,"['jumpa', 'senin']"
2022-06-19 17:57:50+00:00,flipendoooo,"asli yaaa wkwkwk, w juga suka banget dulu sama apa tuh yg smash?? rela begadang malam minggu terus cerita nya disimpen sampe senin, pas senin nya ceritain bareng2 sama temen wkwkwkwkkw https://t.co/b2YKn2YHu0",asli yaaa wkwkwk w juga suka banget dulu sama apa tuh yg smash rela begadang malam minggu terus cerita nya disimpen sampe senin pas senin nya ceritain bareng sama temen wkwkwkwkkw,"['asli', 'yaaa', 'wkwkwk', 'w', 'suka', 'banget', 'tuh', 'smash', 'rela', 'begadang', 'malam', 'minggu', 'cerita', 'nya', 'disimpen', 'senin', 'pas', 'senin', 'nya', 'ceritain', 'bareng', 'teman', 'wkwkwkwkkw']"
2022-06-19 17:57:45+00:00,RoTogel,"Hasil Pengeluaran OMAN
Hari Ini : Senin 20-06-2022
Result  : 6 5 0 8 
SHIO    : KAMBING
Salam JP Kepada pemenang
#cryt",hasil pengeluaran omanhari ini senin result shio kambingsalam jp kepada pemenang,"['hasil', 'keluar', 'omanhari', 'senin', 'result', 'shio', 'kambingsalam', 'jp', 'menang']"
2022-06-19 17:57:26+00:00,anothersagiboy,Jam jam sepi apalagi nanti pagi senin🌚👻👻,jam jam sepi apalagi nanti pagi senin,"['jam', 'jam', 'sepi', 'pagi', 'senin']"
2022-06-19 17:57:18+00:00,dj_bom2,"@PermataCare Jam 1 Dini hari ada transaksi mendadak mlh mncul bgini. Gak ada info email dll. Kejadian hari Senin 20 Jun 2022. Gila Parah, mlm2 disarankan ke Kantor/_ATM. Lu kira nsbh lu mau maling gedor2 kntr. https://t.co/oqNIe7Z2OB",jam dini hari ada transaksi mendadak mlh mncul bgini gak ada info email dll kejadian hari senin jun gila parah mlm disarankan ke kantoratm lu kira nsbh lu mau maling gedor kntr,"['jam', 'transaksi', 'dadak', 'mlh', 'mncul', 'bgini', 'informasi', 'email', 'dan lain', 'jadi', 'senin', 'jun', 'gila', 'parah', 'mlm', 'saran', 'kantoratm', 'nsbh', 'maling', 'gedor', 'kntr']"
2022-06-19 17:56:58+00:00,eyansite,@prectys senin itu hari terkutuk,senin itu hari terkutuk,"['senin', 'kutuk']"
2022-06-19 17:56:46+00:00,SUNSHHlN,ralat udah senin,ralat udah senin,"['ralat', 'senin']"
2022-06-19 17:56:34+00:00,dexste_r,@yourmainthings Selamat hri senin,selamat hri senin,"['selamat', 'hri', 'senin']"
2022-06-19 17:56:32+00:00,Aflelff,Selamat menyambut hari senin ygy-,selamat menyambut hari senin ygy,"['selamat', 'sambut', 'senin', 'ygy']"
2022-06-19 17:56:27+00:00,lilunicown,"kebiaaaan bgt sumpah begini tiap malem senin, uda tau besok kerja😭😭😭😭",kebiaaaan bgt sumpah begini tiap malem senin uda tau besok kerja,"['kebiaaaan', 'banget', 'sumpah', 'malam', 'senin', 'uda', 'besok', 'kerja']"
2022-06-19 17:56:23+00:00,_alreadyoveryou,kamis - jumat - sabtu - dan balik lagi minggu alias besok senin https://t.co/CJgYLq3JtM,kamis jumat sabtu dan balik lagi minggu alias besok senin,"['kamis', 'jumat', 'sabtu', 'minggu', 'alias', 'besok', 'senin']"
2022-06-19 17:56:18+00:00,_alreadyoveryou,yeop meme mood dari minggu - senin - selasa - rabu https://t.co/RAjHYxlccy,yeop meme mood dari minggu senin selasa rabu,"['yeop', 'meme', 'mood', 'minggu', 'senin', 'selasa', 'rabu']"
2022-06-19 17:56:17+00:00,justwatamee,"@thvlauv Yah lagi galau kah?
Semangat ya! Udah senin nih istirahat dulu biar bangun pagi 😁",yah lagi galau kahsemangat ya udah senin nih istirahat dulu biar bangun pagi,"['yah', 'galau', 'kahsemangat', 'iya', 'senin', 'istirahat', 'biar', 'bangun', 'pagi']"
2022-06-19 17:56:14+00:00,shouldbeu,"dimple allahu, dimple....... https://t.co/Nj9V9pkExC",dimple allahu dimple,"['dimple', 'allahu', 'dimple']"
2022-06-19 17:56:08+00:00,GeminiMan96,@IceTehManiies Kalo hari senin sering males pol 😂,kalo hari senin sering males pol,"['senin', 'males', 'pol']"
2022-06-19 17:56:02+00:00,sky_ligh162,"Tidur...
Malem scrol2... 
Besok Senin kesiangan lo https://t.co/tMbiTb9lze",tidurmalem scrol besok senin kesiangan lo,"['tidurmalem', 'scrol', 'besok', 'senin', 'siang']"
2022-06-19 17:56:00+00:00,el_velove,@convomf Tadii tidurnya kesorean. Mana besok senin,tadii tidurnya kesorean mana besok senin,"['tadi', 'tidur', 'sore', 'besok', 'senin']"
2022-06-19 17:55:52+00:00,Malikaarbii,"Merem yuk mal, besok senin loh :(",merem yuk mal besok senin loh,"['merem', 'yuk', 'mal', 'besok', 'senin', 'loh']"
2022-06-19 17:55:23+00:00,moonchildren555,"@Corenti12484371 @corndogmoza_ @i_m_mortal_ Hiss jawab ko setengah"". 😂

Bantu jawab tiap Senin jam 00 kak. Di shopee udah g muncul, tapi linknya masih aktif.",mmortal hiss jawab ko setengah bantu jawab tiap senin jam kak di shopee udah g muncul tapi linknya masih aktif,"['mmortal', 'hiss', 'ko', 'bantu', 'senin', 'jam', 'kak', 'shopee', 'g', 'muncul', 'linknya', 'aktif']"
2022-06-19 17:55:12+00:00,faizinurf,wetss udah senin aja,wetss udah senin aja,"['wetss', 'senin']"
2022-06-19 17:55:10+00:00,shouldbeu,"kalau jawaban seriusnya, karena rambut beliau mulai rusak abis diwarnain, kalo gasalah. makanya dibotakin biar bisa numbuhin rambut alami dari awal lagi https://t.co/VI3N339c3G",kalau jawaban seriusnya karena rambut beliau mulai rusak abis diwarnain kalo gasalah makanya dibotakin biar bisa numbuhin rambut alami dari awal lagi,"['serius', 'rambut', 'beliau', 'rusak', 'habis', 'diwarnain', 'gasalah', 'dibotakin', 'biar', 'numbuhin', 'rambut', 'alami']"
2022-06-19 17:55:07+00:00,irlrohaniirl,Ga bisa tidur besok senin anj…🥹,ga bisa tidur besok senin anj,"['ga', 'tidur', 'besok', 'senin', 'anj']"
2022-06-19 17:54:56+00:00,chiibeom13,"Hayo kenapa gak tidur
Besok senin",hayo kenapa gak tidurbesok senin,"['hayo', 'tidurbesok', 'senin']"
2022-06-19 17:54:55+00:00,ERLAZUARDY,"Besok senin 

 eh sudah senin.",besok senin eh sudah senin,"['besok', 'senin', 'eh', 'senin']"
2022-06-19 17:54:52+00:00,salsabillahmdh,serius udah senin lagi?,serius udah senin lagi,"['serius', 'senin']"
2022-06-19 17:54:39+00:00,Corenti12484371,@andiskonerto @i_m_mortal_ Ini kak notifikasi nya. Restolck tiap Senin https://t.co/9K5rKTV884,mmortal ini kak notifikasi nya restolck tiap senin,"['mmortal', 'kak', 'notifikasi', 'nya', 'restolck', 'senin']"
2022-06-19 17:54:38+00:00,masahmadddd,Baru mau merem dah senin aja,baru mau merem dah senin aja,"['merem', 'deh', 'senin']"
2022-06-19 17:54:31+00:00,anggi_selebew,"Besok senin
Ready vcs real
Bisa skrng ya
info https://t.co/Is8DUkcntE https://t.co/umFzjw1mAR",besok seninready vcs realbisa skrng yainfo,"['besok', 'seninready', 'vcs', 'realbisa', 'skrng', 'yainfo']"
2022-06-19 17:54:31+00:00,edelrumnda_,"@tanyakanrl jdi kalo senin knapa??
aku pengangguran tdk ada efeknya sama sekali😌",jdi kalo senin knapaaku pengangguran tdk ada efeknya sama sekali,"['senin', 'knapaaku', 'anggur', 'efek']"
2022-06-19 17:54:25+00:00,oikatsu_,"@unavailings Lu juga wey, kenapa kaga tidur. Besok senin",lu juga wey kenapa kaga tidur besok senin,"['wey', 'tidur', 'besok', 'senin']"
2022-06-19 17:54:21+00:00,beernadius,"Hari senin adalah mitos✨
@ramenkuahsoju @sebateverytime @kimchidingin https://t.co/rgIXYjQjoL",hari senin adalah mitos,"['senin', 'mitos']"
2022-06-19 17:54:16+00:00,batuhanaavci,@seliinirmak dukkan senin,dukkan senin,"['duk', 'senin']"
2022-06-19 17:54:14+00:00,sepes_,lho udah senin nich?,lho udah senin nich,"['lho', 'senin', 'nich']"
2022-06-19 17:53:49+00:00,magumons,MASA UDAH SENIN LAGI,masa udah senin lagi,['senin']
2022-06-19 17:53:48+00:00,odiclo,semoga senin banjir rezeki amin,semoga senin banjir rezeki amin,"['moga', 'senin', 'banjir', 'rezeki', 'amin']"
2022-06-19 17:53:47+00:00,0xstrlght_,senin ajaa,senin ajaa,"['senin', 'ajaa']"
2022-06-19 17:53:34+00:00,collegemenfess,[cm] Semangat yang senin uprak!!!!!!!  semoga di mudahkan 😁 https://t.co/VJWDVCldbG,cm semangat yang senin uprak semoga di mudahkan,"['semangat', 'senin', 'uprak', 'moga', 'mudah']"
2022-06-19 17:53:21+00:00,madeko__,"Senin eug mantep bener ini, kantor-pnpusat-polda-mabes-kantor lagi🥰",senin eug mantep bener ini kantorpnpusatpoldamabeskantor lagi,"['senin', 'eug', 'mantap', 'kantorpnpusatpoldamabeskantor']"
2022-06-19 17:53:15+00:00,SUNSHHlN,guys selamat bobo yaaa besok senin semoga lancar urusannya😻,guys selamat bobo yaaa besok senin semoga lancar urusannya,"['teman', 'selamat', 'bobo', 'yaaa', 'besok', 'senin', 'moga', 'lancar', 'urus']"
2022-06-19 17:52:51+00:00,WeTogel,"Hasil Pengeluaran OMAN
Hari Ini : SENIN   20-06-2022
Result :   6 5 0 8
SHIO: KAMBING
Selamat Kepada Pemenang, Salam JP",hasil pengeluaran omanhari ini senin result shio kambingselamat kepada pemenang salam jp,"['hasil', 'keluar', 'omanhari', 'senin', 'result', 'shio', 'kambingselamat', 'menang', 'salam', 'jp']"
2022-06-19 17:52:49+00:00,byancaadelio,@pajcero lah kamu kenapa tidak tidur. besok senin,lah kamu kenapa tidak tidur besok senin,"['tidur', 'besok', 'senin']"
2022-06-19 17:52:32+00:00,kafisyop,"yuk ah tidur, ini hari senin",yuk ah tidur ini hari senin,"['yuk', 'ah', 'tidur', 'senin']"
2022-06-19 17:52:28+00:00,Cipizchees,@Sir_Voda sudah sir:( skrg udah senin..,voda sudah sir skrg udah senin,"['voda', 'sir', 'senin']"
2022-06-19 17:52:13+00:00,svckryn,"@Kasisk4 Susaaah, mana senin lagi haih. B2",susaaah mana senin lagi haih b,"['susaaah', 'senin', 'haih', 'b']"
2022-06-19 17:52:13+00:00,alvynos_,"Tiduur, sekarang udh senin",tiduur sekarang udh senin,"['tiduur', 'senin']"
2022-06-19 17:52:13+00:00,Gerpul_,"mending tidur, besok senin!!",mending tidur besok senin,"['lebih baik', 'tidur', 'besok', 'senin']"
2022-06-19 17:51:54+00:00,rainbowhwa,@hwatteokiseuu malem jumat si jangan malem senin,malem jumat si jangan malem senin,"['malam', 'jumat', 'si', 'malam', 'senin']"
2022-06-19 17:51:50+00:00,puspitaeky9,"badan capek bgt tapi mata gak mau merem, mana besok senin 😭",badan capek bgt tapi mata gak mau merem mana besok senin,"['badan', 'capek', 'banget', 'mata', 'merem', 'besok', 'senin']"
2022-06-19 17:51:48+00:00,iamgojo_,Nyobain masuk kantor hari senin 🤭,nyobain masuk kantor hari senin,"['nyobain', 'masuk', 'kantor', 'senin']"
2022-06-19 17:51:43+00:00,hyunsiart,"@aurelmayorii turuu yor, besok senin ujian lisan😔",turuu yor besok senin ujian lisan,"['turuu', 'yor', 'besok', 'senin', 'uji', 'lisan']"
2022-06-19 17:51:38+00:00,WeTogel,"Hasil Pengeluaran ALASKAPOOL
Hari Ini : SENIN   20-06-2022
Result :   8 0 6 5 
SHIO: ANJING
Selamat Kepada Pemenang, Salam JP",hasil pengeluaran alaskapoolhari ini senin result shio anjingselamat kepada pemenang salam jp,"['hasil', 'keluar', 'alaskapoolhari', 'senin', 'result', 'shio', 'anjingselamat', 'menang', 'salam', 'jp']"
2022-06-19 17:51:36+00:00,Corenti12484371,@corndogmoza_ @i_m_mortal_ Iya Restock tiap Senin,mmortal iya restock tiap senin,"['mmortal', 'iya', 'restock', 'senin']"
2022-06-19 17:51:23+00:00,jisungmiao,@georjnous yh makasie 😓☝🏼 semangat senin,yh makasie semangat senin,"['yh', 'makasie', 'semangat', 'senin']"
2022-06-19 17:51:09+00:00,pinacoladayeaye,@wgriting Iya :( mana besok senin,iya mana besok senin,"['iya', 'besok', 'senin']"
2022-06-19 17:51:00+00:00,Corenti12484371,@i_m_mortal_ Yg restock tiap senin kak Im,mmortal yg restock tiap senin kak im,"['mmortal', 'restock', 'senin', 'kak', 'im']"
2022-06-19 17:50:45+00:00,kkultaegguk,apa karena besok senin ya makanya sepi jam segini? UNTUNG BESOM LIBUR HUBSUSHSHSHAHA,apa karena besok senin ya makanya sepi jam segini untung besom libur hubsushshshaha,"['besok', 'senin', 'iya', 'sepi', 'jam', 'gin', 'untung', 'besom', 'libur', 'hubsushshshaha']"
2022-06-19 17:50:40+00:00,kaylafyuu,@jisungmiao Semangat ya buat besok soalnya SENIN WKWKWKWK,semangat ya buat besok soalnya senin wkwkwkwk,"['semangat', 'iya', 'besok', 'senin', 'wkwkwkwk']"
2022-06-19 17:50:26+00:00,ANDY92FC,"@HYUNSUK99FC wkwkwk kunkira emang kamunya jarang login heh, yoii sama-samaa wkwkwkwk kembali ke realita hari ini udah senin suk 😭☝🏻",wkwkwk kunkira emang kamunya jarang login heh yoii samasamaa wkwkwkwk kembali ke realita hari ini udah senin suk,"['wkwkwk', 'kunkira', 'emang', 'kamu', 'jarang', 'login', 'heh', 'yoii', 'samasamaa', 'wkwkwkwk', 'realita', 'senin', 'masuk']"
2022-06-19 17:50:05+00:00,tanyakanrl,💚 walach udh senin loch,walach udh senin loch,"['walach', 'senin', 'loh']"
2022-06-19 17:50:01+00:00,mitsunyang,@sungIeams pagi nder jangan lupa besok senin,pagi nder jangan lupa besok senin,"['pagi', 'nder', 'lupa', 'besok', 'senin']"
2022-06-19 17:49:50+00:00,dep_iary,"haduuu, besok udah senin aja 🥲",haduuu besok udah senin aja,"['haduuu', 'besok', 'senin']"
2022-06-19 17:49:41+00:00,Sir_Voda,"@Cipizchees Sekarang udah senin yaa 8""(",sekarang udah senin yaa,"['senin', 'yaa']"
2022-06-19 17:49:38+00:00,Ventizxwindblow,"Yah besok senin, gw bagi rapotan kapan anjir",yah besok senin gw bagi rapotan kapan anjir,"['yah', 'besok', 'senin', 'rapotan', 'anjing']"
2022-06-19 17:49:31+00:00,akuma_26,"@trblrwl Jangan galau dulu, besok Senin",jangan galau dulu besok senin,"['galau', 'besok', 'senin']"
2022-06-19 17:49:28+00:00,fucqk_,Udah senin aja ni,udah senin aja ni,['senin']
2022-06-19 17:49:23+00:00,aquadesttttt,"dih, udah senin lagi aja najis",dih udah senin lagi aja najis,"['dih', 'senin', 'najis']"
2022-06-19 17:49:17+00:00,alfyacandra,ngopo ngger malem senin angel turu? Soale sesok senin,ngopo ngger malem senin angel turu soale sesok senin,"['ngopo', 'ngger', 'malam', 'senin', 'angel', 'turu', 'soale', 'sok', 'senin']"
